Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
34251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
34951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
35951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
36951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
37951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
38951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
39951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
40951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
41951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
42951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
43951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
44951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
45951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
46951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
47951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
48951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
49951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50351, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50401, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50451, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50501, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50551, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50601, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50651, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50701, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50751, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50801, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50851, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50901, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
50951, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
51001, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
51051, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
51101, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
51151, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
51201, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
51251, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
51301, 48, 129, 62, 173, 955, 1632, 1.323484, 0.9154778
